appliance,start_min,duration_s,mean_flow_ml_s,shape
kitchenfaucet,11268,19.091153607890103,21.823981500102995,step
kitchenfaucet,11268,9.74353078322825,16.783836542455447,step
kitchenfaucet,10420,7.971286805191175,11.125001413569231,step
kitchenfaucet,11003,11.417005363739015,150.65799682941105,step
kitchenfaucet,10958,12.25910270122027,519.221971665978,step
kitchenfaucet,11472,11.818017558556138,284.07351935531057,step
kitchenfaucet,11332,9.8719491361918,113.62597461558688,step
toilet,11146,360.0,16.699999999999996,step
toilet,10426,360.0,16.700000000000003,step
toilet,11012,360.0,16.700000000000003,step
toilet,10697,360.0,16.700000000000003,step
toilet,10908,360.0,16.700000000000003,step
shower,12678,667.481440012149,2.065880100514703,trapezoid
washingmachine,11972,3094.6155276654786,11.738355215429214,pulsed
bidet,12553,27.554080071754193,4.639221145980009,trapezoid
bidet,12049,28.732968047228642,422.1063526133381,trapezoid
bidet,12001,20.89104901529289,16.863903982598934,trapezoid
washbasin,12653,10.312243165476023,55.426337317992214,step
washbasin,12787,14.369649502630335,34.34901078768268,step
washbasin,11885,12.15564249487474,53.02197225745361,step
washbasin,12317,15.145226326386044,15.048805183546445,step
washbasin,12011,21.380704014077754,40.79972940407084,step
washbasin,12274,12.369985531489823,10.701027291774576,step
washbasin,12441,11.23515985469438,46.782706640407156,step
washbasin,11926,10.99979584190169,29.80401666513511,step
washbasin,11923,15.696347211528973,11.180853803912715,step
washbasin,12352,14.658096624305388,88.91942305300668,step
washbasin,12527,10.694012667177681,85.35996989508176,step
washbasin,11941,24.46424921481387,25.380153422092683,step
washbasin,12393,16.03797543496983,17.841288830519225,step
washbasin,12464,14.468963211915712,5.083840570170322,step
washbasin,12120,16.928455335066882,79.75786507288818,step
washbasin,12451,11.645502415738543,11.479295815219748,step
washbasin,12564,14.471520321458925,4.642392414797784,step
kitchenfaucet,11575,10.682982147386314,49.63405375308016,step
kitchenfaucet,12529,7.426753985637069,16.530112595843356,step
kitchenfaucet,11962,12.79046164599318,30.57171923158018,step
kitchenfaucet,11742,11.273552322528207,391.9165941544004,step
kitchenfaucet,12430,11.097590063349214,2.8920799236880277,step
kitchenfaucet,12137,15.824967357900132,69.6038954752569,step
kitchenfaucet,12792,13.416006812757823,17.22689003955341,step
kitchenfaucet,12354,15.9778940228557,42.4213603977875,step
kitchenfaucet,11861,17.13581158745109,4.727324791536958,step
kitchenfaucet,12698,10.981195096534899,11.016516677370637,step
kitchenfaucet,12728,7.856866190538676,142.48296698219045,step
toilet,12081,360.0,16.700000000000003,step
toilet,12657,360.0,16.700000000000003,step
toilet,12183,360.0,16.700000000000003,step
toilet,11940,360.0,16.700000000000003,step
toilet,12420,360.0,16.70000000000001,step
shower,14002,1019.9295925235471,11.752866546245745,trapezoid
bidet,13464,28.712042090141527,46.49681209077911,trapezoid
bidet,13352,26.594083430559852,55.07369159806723,trapezoid
bidet,14325,20.422072143677163,5.065260046897903,trapezoid
washbasin,13788,22.45228499711553,34.78335193187778,step
washbasin,13354,14.037933822926723,340.05345464129374,step
washbasin,14209,18.037084956229187,74.33184794084936,step
washbasin,13270,15.341133662907783,28.406078418022485,step
washbasin,13854,15.350146403537442,13.501978330368582,step
washbasin,13804,14.068657400954535,39.58380086973673,step
washbasin,14039,12.452096539006076,110.42155202275623,step
washbasin,13358,16.19289396019735,45.21300370720906,step
washbasin,13433,10.343397841943908,175.53708962483955,step
washbasin,13197,13.66391139523206,3.2087467899564,step
kitchenfaucet,14034,9.418844967661494,7.263443061100583,step
kitchenfaucet,14021,12.663858365191597,62.946039281880886,step
kitchenfaucet,13724,13.300165847201685,16.87938781105581,step
kitchenfaucet,13313,13.260353994755919,3.8492839970202755,step
toilet,13612,360.0,16.699999999999996,step
toilet,13439,360.0,16.700000000000003,step
toilet,13204,360.0,16.70000000000001,step
toilet,13385,360.0,16.700000000000003,step
toilet,14296,360.0,16.700000000000003,step
shower,15408,550.589709470267,3.5750741921320754,trapezoid
washbasin,15346,13.710089732123265,122.3852413171297,step
washbasin,14740,16.22038822287679,4.705982607795723,step
washbasin,14785,21.350874260731093,8.920272726516416,step
washbasin,15203,22.167821576773964,543.9675559107915,step
washbasin,15481,14.522782425366472,239.42031686744417,step
washbasin,15069,22.31678268111673,145.82187474366842,step
washbasin,14793,15.626772049539865,26.71989676217673,step
washbasin,14795,17.894700580637533,4.718560644812572,step
washbasin,15559,18.278163439643713,28.65196902530048,step
washbasin,14458,15.947212227671592,12.385376731380223,step
washbasin,15013,13.59233641652592,10.92886243178649,step
washbasin,15313,19.39783816975292,29.80367639050799,step
kitchenfaucet,15418,2.4365655718795693,84.67296370374149,step
kitchenfaucet,14554,11.018039411175431,5.290757036064703,step
kitchenfaucet,14482,9.726431411982372,229.63335536891768,step
kitchenfaucet,15061,12.679775974478432,3.623555068079422,step
kitchenfaucet,14934,16.510259485286998,6.705093437158998,step
kitchenfaucet,14798,11.812765382593154,32.49796359155495,step
kitchenfaucet,15205,12.824225708239036,2.0384408526643982,step
kitchenfaucet,15120,10.816119563404802,376.1588120211388,step
kitchenfaucet,15448,9.163479360171806,8.267144454579087,step
kitchenfaucet,15484,16.25567005917555,407.4069890944363,step
toilet,14871,360.0,16.700000000000003,step
toilet,15104,360.0,16.700000000000003,step
toilet,14801,360.0,16.700000000000003,step
toilet,15170,360.0,16.70000000000001,step
toilet,15139,360.0,16.700000000000003,step
toilet,15347,360.0,16.700000000000003,step
toilet,15133,360.0,16.700000000000003,step
shower,16931,564.032787069042,45.69759802343697,trapezoid
bidet,17204,34.63545507372729,3.777088979151536,trapezoid
bidet,16998,41.45961212519753,71.07213128303367,trapezoid
bidet,17216,28.303236777468285,201.49952672318346,trapezoid
washbasin,15868,12.46899742953543,20.168046529738184,step
washbasin,16491,14.173176921872207,23.884922176072976,step
washbasin,16477,13.899729315592332,5.617343653680239,step
washbasin,16197,9.847501697162603,23.757227632846636,step
washbasin,16293,15.947133172487337,179.08987206071106,step
washbasin,16985,5.871838553090278,5.215167420427675,step
washbasin,15958,15.194189441996075,66.76198493866426,step
washbasin,16767,14.94398708504713,21.92106363005642,step
washbasin,15921,15.545704491630904,15.58454215511573,step
washbasin,16891,15.589157604387449,148.6823326509114,step
washbasin,16326,10.438778127018379,25.527651197986003,step
washbasin,16227,17.081025748377513,5.623041741183305,step
kitchenfaucet,17102,15.266308962650015,19.822385606205117,step
kitchenfaucet,16203,15.166633806395925,1755.3271160171155,step
kitchenfaucet,17228,13.64088328638987,37.527467011708396,step
kitchenfaucet,16154,13.825096628684513,72.10700970729637,step
kitchenfaucet,17088,10.764529893109028,41.08002031122838,step
kitchenfaucet,17145,5.805343613859341,2.0782118828553124,step
kitchenfaucet,17124,7.087185247629985,40.36028002500296,step
kitchenfaucet,16482,15.316895074572212,127.47499059079222,step
kitchenfaucet,16152,11.212379030153816,16.568300279817123,step
kitchenfaucet,16856,11.523192794013656,18.65934570192585,step
toilet,17267,360.0,16.700000000000003,step
toilet,16907,360.0,16.700000000000003,step
toilet,16244,360.0,16.700000000000003,step
toilet,16246,360.0,16.700000000000003,step
shower,18044,1047.3757640498,3.0153732462276115,trapezoid
bidet,17285,24.776090133084608,25.63504186930197,trapezoid
bidet,17590,26.999288376715683,82.67658356611652,trapezoid
bidet,17674,25.769238760351133,9.85733819578364,trapezoid
bidet,17614,33.61427558514171,32.18476633844334,trapezoid
washbasin,17835,15.186760465885621,9.368853241823569,step
washbasin,17792,11.767931516268977,11.943293335908336,step
washbasin,17733,12.606439775518147,385.370915690158,step
washbasin,18125,9.865737984939507,13.608718224734147,step
washbasin,17621,15.750055691894055,82.26286776721251,step
washbasin,18143,18.557650940598997,150.02703008094696,step
washbasin,17319,13.5141387071184,121.71319511739118,step
washbasin,18555,17.26545333595694,74.09641776924965,step
washbasin,18244,7.767262414688079,337.51811665888124,step
washbasin,18252,17.827784749342836,20.305582121116608,step
washbasin,18225,13.815816088349361,3.6017319679911726,step
washbasin,18548,11.030210285515503,12.728187354720808,step
washbasin,17842,19.05744303468728,145.19481204179212,step
washbasin,17608,16.802245173521193,112.55928530096686,step
washbasin,18324,12.372986894964232,19.163608861535884,step
kitchenfaucet,18657,9.28991712735693,4.74894766291236,step
kitchenfaucet,18057,13.054439701056605,19.86495993867318,step
kitchenfaucet,17824,10.648136147775315,16.5682087675505,step
kitchenfaucet,17806,7.74582023409319,68.08113584058297,step
toilet,17508,360.0,16.700000000000003,step
toilet,17626,360.0,16.700000000000003,step
toilet,17655,360.0,16.700000000000003,step
toilet,18401,360.0,16.700000000000003,step
shower,19358,332.70178503087885,11.098037958875135,trapezoid
shower,19083,533.4263599690248,36.884001680485454,trapezoid
bidet,19307,25.040401169984982,15.638379253913051,trapezoid
washbasin,19654,10.880173405583204,187.1353922786862,step
washbasin,19983,10.312921946781534,65.71567016125773,step
washbasin,19656,17.435117566265724,88.89845776237262,step
washbasin,19038,12.22052474901345,15.02080457572885,step
washbasin,20070,20.06652334654927,97.42683268081865,step
washbasin,20051,17.442543796323932,6.58704601760445,step
washbasin,19672,12.46409546909091,8.667697547372764,step
washbasin,19743,10.82763539535698,31.70810174613066,step
washbasin,19167,14.089879695655194,3.2792744746854674,step
washbasin,19105,15.836578351426875,119.91335647349192,step
washbasin,19705,21.316306935468678,111.96205068040759,step
washbasin,19308,17.385583068897883,4.541044916548022,step
washbasin,19188,19.013869350862237,156.06682412194175,step
kitchenfaucet,19874,14.080199117615658,29.919529503653987,step
kitchenfaucet,19289,9.702570059823866,32.35803520452682,step
kitchenfaucet,19555,13.875446590531176,58.56215450835656,step
kitchenfaucet,19193,10.050519343507691,38.36105951945967,step
kitchenfaucet,20076,12.213972948373467,0.8789204170079693,step
kitchenfaucet,19878,9.146191820585095,14.303281396011796,step
kitchenfaucet,19115,11.411435562442602,12.988435386741504,step
kitchenfaucet,19914,11.972134315296552,52.80030944136188,step
kitchenfaucet,19144,7.107954657227047,21.156283916284373,step
kitchenfaucet,19370,8.801600185580067,37.11897266297233,step
kitchenfaucet,20053,11.70650756370017,6.943238159594593,step
kitchenfaucet,19657,6.586460462138879,20.018580481838633,step
kitchenfaucet,19512,13.187396546129241,49.612645161469416,step
kitchenfaucet,19428,14.68885188039182,35.04776681656916,step
toilet,19524,360.0,16.699999999999996,step
toilet,19172,360.0,16.700000000000003,step
toilet,20102,360.0,16.700000000000003,step
toilet,19344,360.0,16.70000000000001,step
toilet,19357,360.0,16.70000000000001,step
shower,20210,1043.4628078530825,5.161750191196856,trapezoid
shower,21125,474.4690000197467,31.023106334213413,trapezoid
bidet,20642,24.96645329754074,181.60401885438236,trapezoid
bidet,20883,15.455200896314702,48.4311464454259,trapezoid
bidet,20598,21.95280073722202,336.2620461645848,trapezoid
bidet,20538,20.509496751500677,24.84351091239454,trapezoid
washbasin,21154,18.829130898397906,34.83760535636991,step
washbasin,21243,8.453597126776305,8.67700007629623,step
washbasin,20596,16.868198033460583,4.030436204780229,step
washbasin,21145,11.564469312819963,8.626773064445146,step
washbasin,21419,14.366650037295297,263.11272676494747,step
washbasin,21158,13.493268648968874,132.8929548810472,step
washbasin,20816,24.3707526981217,55.26646738965492,step
washbasin,20582,20.838306887050095,38.704226793997016,step
washbasin,21172,8.593055612884797,356.61379226739666,step
washbasin,20887,18.84415932218165,31.132634469516063,step
washbasin,20585,13.333128644211731,33.71125000753854,step
washbasin,20689,9.95961443931595,353.9432814836944,step
washbasin,20624,7.737017667254103,54.07134960216334,step
kitchenfaucet,21336,14.147618234072878,11.108085661810573,step
kitchenfaucet,21304,14.64348740531009,39.05523678711065,step
kitchenfaucet,20549,11.028202497143345,2.241682003715362,step
kitchenfaucet,20698,11.977251336236876,141.48901156517329,step
kitchenfaucet,20633,13.938018561343654,20.45011482301387,step
kitchenfaucet,20952,19.894321216279554,8.467743703280401,step
kitchenfaucet,21172,11.757883043348619,58.66093318570316,step
toilet,21478,360.0,16.700000000000003,step
toilet,20722,360.0,16.700000000000003,step
toilet,20968,360.0,16.69999999999999,step
toilet,21417,360.0,16.700000000000003,step
shower,21930,895.0352448547026,3.0911924151225376,trapezoid
washingmachine,22073,2700.0,20.90175001706987,pulsed
bidet,22335,29.101394609598525,9.594821152997302,trapezoid
bidet,22872,35.528280216271575,3.804055288059427,trapezoid
bidet,22924,18.74623511806049,19.462579376233005,trapezoid
bidet,22552,18.561610842357318,85.66979426342574,trapezoid
bidet,22489,14.730373343273586,5.337126170109022,trapezoid
bidet,22453,11.387701673783202,25.189114618541545,trapezoid
washbasin,22445,19.194112248492765,125.29222574070727,step
washbasin,22059,9.463261343918244,5.817571782843081,step
washbasin,21984,20.304804818029154,3.268268320050006,step
washbasin,22141,16.168090720491712,11.90221585249919,step
washbasin,22060,13.257021735306436,42.54970726451059,step
washbasin,22087,12.28825763243528,26.35776952968898,step
washbasin,22013,8.167034538829348,12.974127693212516,step
washbasin,22660,18.285652243849032,35.80422497016534,step
washbasin,22786,12.017072865498793,9.970243416936745,step
washbasin,22360,13.514211216445862,26.787062964758267,step
washbasin,22857,5.976606933712885,41.44192270848727,step
washbasin,22344,14.10817268397713,14.273596263891406,step
washbasin,21870,12.685454075070144,84.27670403490995,step
kitchenfaucet,22748,14.281472198761504,0.8123597085396023,step
kitchenfaucet,22930,10.423624757379319,45.845697939870334,step
kitchenfaucet,22311,13.798951400739679,100.46923836098064,step
kitchenfaucet,22546,11.334335186123194,52.19525399273559,step
kitchenfaucet,22071,12.764901006068081,597.5968786244138,step
kitchenfaucet,21908,15.419925343501529,4.10798926547693,step
kitchenfaucet,22705,9.613567043536905,13.804319003922126,step
kitchenfaucet,22278,11.1674591434193,30.379969079356393,step
kitchenfaucet,21927,10.063258372479316,33.40910045321444,step
kitchenfaucet,22197,16.761982962330652,133.14027032708051,step
toilet,21932,360.0,16.70000000000001,step
toilet,22709,360.0,16.700000000000003,step
shower,23644,666.9506099603645,19.68565858017492,trapezoid
shower,23753,762.9351729964636,15.638250551995743,trapezoid
bidet,23475,22.20657670260834,54.24351474698224,trapezoid
bidet,23898,16.29494307382206,14.640554388639057,trapezoid
bidet,24322,18.87546515761097,2.2335644559003227,trapezoid
bidet,23992,16.573893466078186,34.68516670726852,trapezoid
washbasin,23836,11.26766749966952,1.934155325709096,step
washbasin,23478,9.299002196645056,105.0789525310394,step
washbasin,23399,21.109893310891177,28.68723964411543,step
washbasin,23670,19.21849704488715,3.9254939687450796,step
washbasin,24197,10.182398620965547,96.9648507259067,step
washbasin,24371,9.58666112181103,76.37169309950407,step
washbasin,23397,16.325058474509063,412.4335691569616,step
washbasin,24387,16.570349850478113,43.20594590206998,step
washbasin,23594,16.62446376696127,17.60552959488594,step
washbasin,23506,15.689247648725361,19.89121669996502,step
washbasin,23924,15.354403698927715,9.169995532591738,step
washbasin,24297,15.407338127914375,26.787270401014677,step
washbasin,23396,16.46387322898266,27.343885838673156,step
washbasin,23485,19.885499739449095,788.1604894729151,step
washbasin,24081,17.295900055900926,53.66872615762898,step
kitchenfaucet,23402,10.852868727537073,698.2502936638999,step
kitchenfaucet,23913,12.454209143855199,52.15852317778849,step
